id,meantempm,maxtempm,mintempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
521,28,36,21,30,29,30,10,12,11,1010.51,1010.68,1010.71,39,53,53,13,12,9,36,36,37,25,22,23,14,17,16,8,10,5,1014,1013,1013,1006,1006,1006,0,0,0
522,30,37,22,28,30,29,11,10,12,1009.93,1010.51,1010.68,53,39,53,11,13,12,36,36,36,21,25,22,14,14,17,9,8,10,1013,1014,1013,1005,1006,1006,0,0,0
523,30,36,23,30,28,30,11,11,10,1008.76,1009.93,1010.51,57,53,39,10,11,13,37,36,36,22,21,25,17,14,14,7,9,8,1011,1013,1014,1004,1005,1006,0,0,0
524,30,37,22,30,30,28,11,11,11,1008.81,1008.76,1009.93,47,57,53,10,10,11,36,37,36,23,22,21,17,17,14,8,7,9,1011,1011,1013,1005,1004,1005,0,0,0
525,30,36,23,30,30,30,10,11,11,1008.37,1008.81,1008.76,41,47,57,12,10,10,37,36,37,22,23,22,15,17,17,5,8,7,1011,1011,1011,1004,1005,1004,0,0,0
526,29,37,21,30,30,30,12,10,11,1008.29,1008.37,1008.81,53,41,47,9,12,10,36,37,36,23,22,23,19,15,17,6,5,8,1011,1011,1011,1004,1004,1005,0,0,0
527,29,36,22,29,30,30,9,12,10,1008.2,1008.29,1008.37,50,53,41,6,9,12,37,36,37,21,23,22,15,19,15,3,6,5,1011,1011,1011,1004,1004,1004,0,0,0
528,30,38,22,29,29,30,8,9,12,1006.77,1008.2,1008.29,47,50,53,6,6,9,36,37,36,22,21,23,15,15,19,1,3,6,1010,1011,1011,1002,1004,1004,0,0,0
529,30,39,21,30,29,29,5,8,9,1006.89,1006.77,1008.2,46,47,50,4,6,6,38,36,37,22,22,21,12,15,15,-5,1,3,1010,1010,1011,1002,1002,1004,0,0,0
530,30,38,21,30,30,29,4,5,8,1007.37,1006.89,1006.77,38,46,47,4,4,6,39,38,36,21,22,22,9,12,15,-3,-5,1,1010,1010,1010,1004,1002,1002,0,0,0
531,28,36,19,30,30,30,4,4,5,1008.21,1007.37,1006.89,44,38,46,4,4,4,38,39,38,21,21,22,10,9,12,-8,-3,-5,1011,1010,1010,1004,1004,1002,0,0,0
532,28,36,19,28,30,30,4,4,4,1009.56,1008.21,1007.37,40,44,38,4,4,4,36,38,39,19,21,21,13,10,9,-3,-8,-3,1012,1011,1010,1006,1004,1004,0,0,0
533,28,35,20,28,28,30,5,4,4,1010.37,1009.56,1008.21,46,40,44,6,4,4,36,36,38,19,19,21,14,13,10,-2,-3,-8,1014,1012,1011,1006,1006,1004,0,0,0
534,28,36,21,28,28,28,10,5,4,1010.28,1010.37,1009.56,53,46,40,11,6,4,35,36,36,20,19,19,18,14,13,5,-2,-3,1013,1014,1012,1006,1006,1006,0,0,0
535,28,36,21,28,28,28,11,10,5,1009.74,1010.28,1010.37,53,53,46,9,11,6,36,35,36,21,20,19,16,18,14,5,5,-2,1012,1013,1014,1006,1006,1006,0,0,0
536,28,36,19,28,28,28,7,11,10,1009.09,1009.74,1010.28,57,53,53,4,9,11,36,36,35,21,21,20,15,16,18,-5,5,5,1012,1012,1013,1004,1006,1006,0,0,0
537,26,34,19,28,28,28,3,7,11,1007.93,1009.09,1009.74,46,57,53,6,4,9,36,36,36,19,21,21,10,15,16,-3,-5,5,1010,1012,1012,1004,1004,1006,0,0,0
538,27,34,20,26,28,28,2,3,7,1010.07,1007.93,1009.09,43,46,57,6,6,4,34,36,36,19,19,21,9,10,15,-3,-3,-5,1012,1010,1012,1006,1004,1004,0,0,0
539,26,34,18,27,26,28,0,2,3,1012.72,1010.07,1007.93,35,43,46,4,6,6,34,34,36,20,19,19,14,9,10,-7,-3,-3,1015,1012,1010,1008,1006,1004,0,0,0
540,28,34,21,26,27,26,3,0,2,1014.7,1012.72,1010.07,37,35,43,5,4,6,34,34,34,18,20,19,10,14,9,-3,-7,-3,1018,1015,1012,1004,1008,1006,0,0,0
541,26,33,19,28,26,27,4,3,0,1015.29,1014.7,1012.72,41,37,35,4,5,4,34,34,34,21,18,20,12,10,14,-5,-3,-7,1018,1018,1015,1011,1004,1008,0,0,0
542,26,34,19,26,28,26,6,4,3,1014.32,1015.29,1014.7,46,41,37,11,4,5,33,34,34,19,21,18,11,12,10,0,-5,-3,1017,1018,1018,1010,1011,1004,0,0,0
543,26,34,19,26,26,28,5,6,4,1014.28,1014.32,1015.29,49,46,41,5,11,4,34,33,34,19,19,21,10,11,12,-1,0,-5,1016,1017,1018,1010,1010,1011,0,0,0
544,26,33,20,26,26,26,3,5,6,1015.79,1014.28,1014.32,43,49,46,5,5,11,34,34,33,19,19,19,8,10,11,-3,-1,0,1018,1016,1017,1013,1010,1010,0,0,0
545,24,32,17,26,26,26,9,3,5,1016.35,1015.79,1014.28,53,43,49,9,5,5,33,34,34,20,19,19,13,8,10,3,-3,-1,1020,1018,1016,1012,1013,1010,0,0,0
546,25,33,17,24,26,26,8,9,3,1014.77,1016.35,1015.79,56,53,43,11,9,5,32,33,34,17,20,19,12,13,8,3,3,-3,1017,1020,1018,1011,1012,1013,0,0,0
547,25,33,17,25,24,26,6,8,9,1015.5,1014.77,1016.35,57,56,53,7,11,9,33,32,33,17,17,20,12,12,13,0,3,3,1019,1017,1020,1012,1011,1012,0,0,0
548,25,33,17,25,25,24,6,6,8,1014.37,1015.5,1014.77,58,57,56,9,7,11,33,33,32,17,17,17,12,12,12,2,0,3,1018,1019,1017,1010,1012,1011,0,0,0
549,24,30,18,25,25,25,7,6,6,1014.67,1014.37,1015.5,53,58,57,8,9,7,33,33,33,17,17,17,14,12,12,2,2,0,1017,1018,1019,1011,1010,1012,0,0,0
550,25,30,20,24,25,25,12,7,6,1016.1,1014.67,1014.37,60,53,58,20,8,9,30,33,33,18,17,17,16,14,12,10,2,2,1019,1017,1018,1013,1011,1010,0,0,0
551,24,30,17,25,24,25,12,12,7,1016.73,1016.1,1014.67,68,60,53,19,20,8,30,30,33,20,18,17,17,16,14,8,10,2,1020,1019,1017,1014,1013,1011,0,0,0
552,24,32,16,24,25,24,11,12,12,1016.51,1016.73,1016.1,68,68,60,17,19,20,30,30,30,17,20,18,14,17,16,8,8,10,1019,1020,1019,1013,1014,1013,0,0,0
553,23,29,17,24,24,25,9,11,12,1015.29,1016.51,1016.73,63,68,68,13,17,19,32,30,30,16,17,20,13,14,17,6,8,8,1018,1019,1020,1002,1013,1014,0,0,0
554,24,31,16,23,24,24,7,9,11,1015.42,1015.29,1016.51,56,63,68,11,13,17,29,32,30,17,16,17,10,13,14,1,6,8,1018,1018,1019,1012,1002,1013,0,0,0
555,23,30,16,24,23,24,7,7,9,1014.53,1015.42,1015.29,100,56,63,13,11,13,31,29,32,16,17,16,28,10,13,2,1,6,1017,1018,1018,1011,1012,1002,0,0,0
556,22,30,15,23,24,23,6,7,7,1015.25,1014.53,1015.42,52,100,56,10,13,11,30,31,29,16,16,17,11,28,10,2,2,1,1018,1017,1018,1012,1011,1012,0,0,0
557,22,31,14,22,23,24,7,6,7,1016.05,1015.25,1014.53,57,52,100,9,10,13,30,30,31,15,16,16,13,11,28,2,2,2,1019,1018,1017,1012,1012,1011,0,0,0
558,22,30,14,22,22,23,6,7,6,1013.51,1016.05,1015.25,59,57,52,15,9,10,31,30,30,14,15,16,11,13,11,2,2,2,1017,1019,1018,1009,1012,1012,0,0,0
559,22,28,17,22,22,22,7,6,7,1012.56,1013.51,1016.05,59,59,57,12,15,9,30,31,30,14,14,15,8,11,13,5,2,2,1015,1017,1019,1008,1009,1012,0,0,0
560,22,28,17,22,22,22,7,7,6,1011,1012.56,1013.51,45,59,59,15,12,15,28,30,31,17,14,14,11,8,11,3,5,2,1014,1015,1017,1007,1008,1009,0,0,0
561,22,27,18,22,22,22,9,7,7,1012.75,1011,1012.56,52,45,59,23,15,12,28,28,30,17,17,14,12,11,8,8,3,5,1015,1014,1015,1010,1007,1008,0,0,0
562,21,24,18,22,22,22,11,9,7,1014.04,1012.75,1011,56,52,45,30,23,15,27,28,28,18,17,17,13,12,11,10,8,3,1017,1015,1014,1011,1010,1007,0,0,0
563,20,24,16,21,22,22,11,11,9,1015.15,1014.04,1012.75,60,56,52,29,30,23,24,27,28,18,18,17,13,13,12,9,10,8,1018,1017,1015,1013,1011,1010,0,0,0
564,20,25,15,20,21,22,11,11,11,1016,1015.15,1014.04,72,60,56,27,29,30,24,24,27,16,18,18,13,13,13,9,9,10,1018,1018,1017,1014,1013,1011,0,0,0
565,18,25,12,20,20,21,6,11,11,1017.2,1016,1015.15,56,72,60,20,27,29,25,24,24,15,16,18,10,13,13,4,9,9,1019,1018,1018,1015,1014,1013,0,0,0
566,18,25,11,18,20,20,1,6,11,1018.55,1017.2,1016,62,56,72,8,20,27,25,25,24,12,15,16,8,10,13,-4,4,9,1021,1019,1018,1016,1015,1014,0,0,0
567,18,25,11,18,18,20,0,1,6,1016.75,1018.55,1017.2,47,62,56,9,8,20,25,25,25,11,12,15,5,8,10,-6,-4,4,1019,1021,1019,1014,1016,1015,0,0,0
568,18,25,10,18,18,18,-1,0,1,1015.79,1016.75,1018.55,58,47,62,6,9,8,25,25,25,11,11,12,7,5,8,-6,-6,-4,1019,1019,1021,1013,1014,1016,0,0,0
569,18,26,10,18,18,18,-2,-1,0,1015.03,1015.79,1016.75,54,58,47,7,6,9,25,25,25,10,11,11,5,7,5,-8,-6,-6,1017,1019,1019,1012,1013,1014,0,0,0
570,19,28,10,18,18,18,-1,-2,-1,1016.6,1015.03,1015.79,82,54,58,8,7,6,26,25,25,10,10,11,10,5,7,-6,-8,-6,1019,1017,1019,1014,1012,1013,0,0,0
571,20,28,11,19,18,18,-1,-1,-2,1016.86,1016.6,1015.03,54,82,54,9,8,7,28,26,25,10,10,10,5,10,5,-9,-6,-8,1020,1019,1017,1014,1014,1012,0,0,0
572,20,29,11,20,19,18,0,-1,-1,1018.02,1016.86,1016.6,54,54,82,7,9,8,28,28,26,11,10,10,5,5,10,-5,-9,-6,1021,1020,1019,1015,1014,1014,0,0,0
573,20,29,11,20,20,19,0,0,-1,1015.62,1018.02,1016.86,62,54,54,5,7,9,29,28,28,11,11,10,7,5,5,-7,-5,-9,1018,1021,1020,1012,1015,1014,0,0,0
574,20,29,11,20,20,20,1,0,0,1014.79,1015.62,1018.02,54,62,54,6,5,7,29,29,28,11,11,11,8,7,5,-4,-7,-5,1017,1018,1021,1012,1012,1015,0,0,0
575,20,28,12,20,20,20,2,1,0,1016.34,1014.79,1015.62,51,54,62,7,6,5,29,29,29,11,11,11,9,8,7,-2,-4,-7,1019,1017,1018,1014,1012,1012,0,0,0
576,20,29,12,20,20,20,3,2,1,1016.2,1016.34,1014.79,55,51,54,7,7,6,28,29,29,12,11,11,7,9,8,-1,-2,-4,1018,1019,1017,1013,1014,1012,0,0,0
577,20,26,14,20,20,20,4,3,2,1016.12,1016.2,1016.34,51,55,51,10,7,7,29,28,29,12,12,11,7,7,9,0,-1,-2,1018,1018,1019,1013,1013,1014,0,0,0
578,19,25,13,20,20,20,3,4,3,1017.29,1016.12,1016.2,45,51,55,14,10,7,26,29,28,14,12,12,7,7,7,0,0,-1,1020,1018,1018,1014,1013,1013,0,0,0
579,18,24,12,19,20,20,3,3,4,1017.07,1017.29,1016.12,51,45,51,13,14,10,25,26,29,13,14,12,6,7,7,1,0,0,1020,1020,1018,1014,1014,1013,0,0,0
580,18,21,16,18,19,20,5,3,3,1015.63,1017.07,1017.29,58,51,45,18,13,14,24,25,26,12,13,14,8,6,7,3,1,0,1018,1020,1020,1013,1014,1014,0,0,0
581,16,20,13,18,18,19,7,5,3,1016,1015.63,1017.07,72,58,51,27,18,13,21,24,25,16,12,13,11,8,6,5,3,1,1018,1018,1020,1014,1013,1014,0,0,0
582,18,24,13,16,18,18,9,7,5,1016.39,1016,1015.63,82,72,58,24,27,18,20,21,24,13,16,12,11,11,8,4,5,3,1018,1018,1018,1014,1014,1013,0,0,0
583,18,26,10,18,16,18,4,9,7,1016.27,1016.39,1016,77,82,72,11,24,27,24,20,21,13,13,16,11,11,11,-2,4,5,1018,1018,1018,1014,1014,1014,0,0,0
584,18,27,10,18,18,16,2,4,9,1016.64,1016.27,1016.39,59,77,82,13,11,24,26,24,20,10,13,13,9,11,11,-3,-2,4,1019,1018,1018,1013,1014,1014,0,0,0
585,20,27,12,18,18,18,6,2,4,1016.05,1016.64,1016.27,62,59,77,16,13,11,27,26,24,10,10,13,8,9,11,4,-3,-2,1018,1019,1018,1013,1013,1014,0,0,0
586,20,25,14,20,18,18,6,6,2,1015.9,1016.05,1016.64,59,62,59,17,16,13,27,27,26,12,10,10,9,8,9,5,4,-3,1018,1018,1019,1013,1013,1013,0,0,0
587,16,20,12,20,20,18,8,6,6,1014.46,1015.9,1016.05,96,59,62,20,17,16,25,27,27,14,12,10,15,9,8,4,5,4,1017,1018,1018,1012,1013,1013,5,0,0
588,16,22,9,16,20,20,13,8,6,1016.39,1014.46,1015.9,100,96,59,53,20,17,20,25,27,12,14,12,16,15,9,11,4,5,1018,1017,1018,1014,1012,1013,0,5,0
589,16,23,10,16,16,20,9,13,8,1018.02,1016.39,1014.46,100,100,96,20,53,20,22,20,25,9,12,14,15,16,15,0,11,4,1021,1018,1017,1002,1014,1012,0,0,5
590,16,23,9,16,16,16,4,9,13,1019.4,1018.02,1016.39,72,100,100,20,20,53,23,22,20,10,9,12,8,15,16,0,0,11,1022,1021,1018,1017,1002,1014,0,0,0
591,16,22,10,16,16,16,2,4,9,1020.47,1019.4,1018.02,62,72,100,16,20,20,23,23,22,9,10,9,5,8,15,0,0,0,1023,1022,1021,1016,1017,1002,0,0,0
592,16,25,8,16,16,16,-2,2,4,1022.15,1020.47,1019.4,58,62,72,8,16,20,22,23,23,10,9,10,5,5,8,-11,0,0,1024,1023,1022,1020,1016,1017,0,0,0
593,18,25,12,16,16,16,-2,-2,2,1023.07,1022.15,1020.47,62,58,62,4,8,16,25,22,23,8,10,9,4,5,5,-11,-11,0,1026,1024,1023,1020,1020,1016,0,0,0
594,18,26,10,18,16,16,-2,-2,-2,1021.69,1023.07,1022.15,41,62,58,10,4,8,25,25,22,12,8,10,1,4,5,-7,-11,-11,1024,1026,1024,1012,1020,1020,0,0,0
595,19,26,12,18,18,16,2,-2,-2,1021.04,1021.69,1023.07,54,41,62,10,10,4,26,25,25,10,12,8,5,1,4,-3,-7,-11,1023,1024,1026,1018,1012,1020,0,0,0
596,19,28,10,19,18,18,4,2,-2,1021.86,1021.04,1021.69,59,54,41,14,10,10,26,26,25,12,10,12,8,5,1,0,-3,-7,1024,1023,1024,1020,1018,1012,0,0,0
597,18,25,11,19,19,18,5,4,2,1021.98,1021.86,1021.04,62,59,54,12,14,10,28,26,26,10,12,10,8,8,5,2,0,-3,1025,1024,1023,1019,1020,1018,0,0,0
598,18,25,11,18,19,19,5,5,4,1020.4,1021.98,1021.86,72,62,59,13,12,14,25,28,26,11,10,12,9,8,8,0,2,0,1023,1025,1024,1018,1019,1020,0,0,0
599,17,25,9,18,18,19,1,5,5,1016.8,1020.4,1021.98,67,72,62,9,13,12,25,25,28,11,11,10,6,9,8,-6,0,2,1019,1023,1025,1014,1018,1019,0,0,0
600,18,25,10,17,18,18,3,1,5,1016.19,1016.8,1020.4,54,67,72,14,9,13,25,25,25,9,11,11,6,6,9,1,-6,0,1018,1019,1023,1014,1014,1018,0,0,0
601,18,25,10,18,17,18,3,3,1,1018.24,1016.19,1016.8,71,54,67,13,14,9,25,25,25,10,9,11,8,6,6,-3,1,-6,1021,1018,1019,1016,1014,1014,0,0,0
602,17,25,9,18,18,17,4,3,3,1019,1018.24,1016.19,72,71,54,15,13,14,25,25,25,10,10,9,8,8,6,1,-3,1,1021,1021,1018,1017,1016,1014,0,0,0
603,17,25,9,17,18,18,4,4,3,1017.88,1019,1018.24,71,72,71,15,15,13,25,25,25,9,10,10,7,8,8,1,1,-3,1021,1021,1021,1016,1017,1016,0,0,0
604,18,25,10,17,17,18,3,4,4,1017.33,1017.88,1019,75,71,72,12,15,15,25,25,25,9,9,10,10,7,8,0,1,1,1020,1021,1021,1015,1016,1017,0,0,0
605,16,24,9,18,17,17,4,3,4,1017.63,1017.33,1017.88,66,75,71,11,12,15,25,25,25,10,9,9,8,10,7,-1,0,1,1020,1020,1021,1015,1015,1016,0,0,0
606,16,22,9,16,18,17,5,4,3,1017.87,1017.63,1017.33,67,66,75,18,11,12,24,25,25,9,10,9,7,8,10,2,-1,0,1021,1020,1020,1015,1015,1015,0,0,0
607,16,23,8,16,16,18,5,5,4,1016.41,1017.87,1017.63,67,67,66,22,18,11,22,24,25,9,9,10,8,7,8,2,2,-1,1019,1021,1020,1013,1015,1015,0,0,0
608,14,22,7,16,16,16,4,5,5,1014.17,1016.41,1017.87,87,67,67,16,22,18,23,22,24,8,9,9,9,8,7,-4,2,2,1017,1019,1021,1012,1013,1015,0,0,0
609,14,23,6,14,16,16,4,4,5,1014.83,1014.17,1016.41,93,87,67,21,16,22,22,23,22,7,8,9,9,9,8,1,-4,2,1017,1017,1019,1004,1012,1013,0,0,0
610,16,22,10,14,14,16,2,4,4,1016.09,1014.83,1014.17,81,93,87,13,21,16,23,22,23,6,7,8,6,9,9,-3,1,-4,1019,1017,1017,1014,1004,1012,0,0,0
611,15,23,7,16,14,14,2,2,4,1015.52,1016.09,1014.83,70,81,93,17,13,21,22,23,22,10,6,7,6,6,9,-2,-3,1,1018,1019,1017,1013,1014,1004,0,0,0
612,16,24,8,15,16,14,4,2,2,1014.7,1015.52,1016.09,76,70,81,15,17,13,23,22,23,7,10,6,7,6,6,0,-2,-3,1017,1018,1019,1013,1013,1014,0,0,0
613,14,22,7,16,15,16,6,4,2,1014.48,1014.7,1015.52,93,76,70,23,15,17,24,23,22,8,7,10,8,7,6,2,0,-2,1016,1017,1018,1012,1013,1013,0,0,0
614,15,23,7,14,16,15,1,6,4,1015.68,1014.48,1014.7,67,93,76,12,23,15,22,24,23,7,8,7,6,8,7,-4,2,0,1018,1016,1017,1014,1012,1013,0,0,0
615,15,24,6,15,14,16,0,1,6,1017.44,1015.68,1014.48,66,67,93,8,12,23,23,22,24,7,7,8,4,6,8,-6,-4,2,1020,1018,1016,1016,1014,1012,0,0,0
616,16,24,7,15,15,14,1,0,1,1019.72,1017.44,1015.68,66,66,67,12,8,12,24,23,22,6,7,7,6,4,6,-2,-6,-4,1022,1020,1018,1018,1016,1014,0,0,0
617,16,24,8,16,15,15,0,1,0,1019.8,1019.72,1017.44,71,66,66,12,12,8,24,24,23,7,6,7,6,6,4,-6,-2,-6,1022,1022,1020,1017,1018,1016,0,0,0
618,16,24,9,16,16,15,-2,0,1,1018.5,1019.8,1019.72,62,71,66,8,12,12,24,24,24,8,7,6,4,6,6,-6,-6,-2,1021,1022,1022,1016,1017,1018,0,0,0
619,19,26,12,16,16,16,0,-2,0,1017,1018.5,1019.8,48,62,71,10,8,12,24,24,24,9,8,7,5,4,6,-4,-6,-6,1019,1021,1022,1015,1016,1017,0,0,0
620,18,26,10,19,16,16,3,0,-2,1016.69,1017,1018.5,51,48,62,12,10,8,26,24,24,12,9,8,7,5,4,0,-4,-6,1019,1019,1021,1013,1015,1016,0,0,0
621,16,25,8,18,19,16,3,3,0,1016.75,1016.69,1017,66,51,48,12,12,10,26,26,24,10,12,9,6,7,5,1,0,-4,1019,1019,1019,1014,1013,1015,0,0,0
622,16,26,7,16,18,19,-1,3,3,1017.23,1016.75,1016.69,66,66,51,6,12,12,25,26,26,8,10,12,6,6,7,-9,1,0,1020,1019,1019,1014,1014,1013,0,0,0
623,18,26,10,16,16,18,-3,-1,3,1014.85,1017.23,1016.75,53,66,66,8,6,12,26,25,26,7,8,10,8,6,6,-11,-9,1,1018,1020,1019,1012,1014,1014,0,0,0
624,20,27,12,18,16,16,1,-3,-1,1014.38,1014.85,1017.23,44,53,66,12,8,6,26,26,25,10,7,8,7,8,6,-10,-11,-9,1017,1018,1020,1012,1012,1014,0,0,0
625,19,27,11,20,18,16,6,1,-3,1015.9,1014.38,1014.85,55,44,53,15,12,8,27,26,26,12,10,7,9,7,8,4,-10,-11,1018,1017,1018,1012,1012,1012,0,0,0
626,17,24,10,19,20,18,6,6,1,1016.6,1015.9,1014.38,72,55,44,11,15,12,27,27,26,11,12,10,11,9,7,2,4,-10,1019,1018,1017,1014,1012,1012,0,0,0
627,16,25,8,17,19,20,3,6,6,1016.33,1016.6,1015.9,88,72,55,9,11,15,24,27,27,10,11,12,10,11,9,-9,2,4,1019,1019,1018,1013,1014,1012,0,0,0
628,18,25,10,16,17,19,2,3,6,1014.96,1016.33,1016.6,58,88,72,12,9,11,25,24,27,8,10,11,6,10,11,-2,-9,2,1018,1019,1019,1012,1013,1014,0,0,0
629,18,24,12,18,16,17,6,2,3,1012.95,1014.96,1016.33,58,58,88,21,12,9,25,25,24,10,8,10,10,6,10,4,-2,-9,1016,1018,1019,1009,1012,1013,0,0,0
630,16,21,10,18,18,16,6,6,2,1010.57,1012.95,1014.96,72,58,58,11,21,12,24,25,25,12,10,8,11,10,6,-2,4,-2,1013,1016,1018,1008,1009,1012,2,0,0
631,15,23,7,16,18,18,7,6,6,1013.95,1010.57,1012.95,100,72,58,26,11,21,21,24,25,10,12,10,11,11,10,3,-2,4,1016,1013,1016,1010,1008,1009,0,2,0
632,16,25,8,15,16,18,6,7,6,1013.74,1013.95,1010.57,100,100,72,13,26,11,23,21,24,7,10,12,11,11,11,-3,3,-2,1016,1016,1013,1011,1010,1008,0,0,2
633,17,25,9,16,15,16,2,6,7,1013.95,1013.74,1013.95,82,100,100,8,13,26,25,23,21,8,7,10,7,11,11,-5,-3,3,1016,1016,1016,1011,1011,1010,0,0,0
634,18,26,9,17,16,15,5,2,6,1014.11,1013.95,1013.74,88,82,100,8,8,13,25,25,23,9,8,7,11,7,11,-3,-5,-3,1016,1016,1016,1011,1011,1011,0,0,0
635,18,27,10,18,17,16,5,5,2,1014.88,1014.11,1013.95,82,88,82,14,8,8,26,25,25,9,9,8,9,11,7,-1,-3,-5,1018,1016,1016,1012,1011,1011,0,0,0
636,20,29,11,18,18,17,4,5,5,1016.74,1014.88,1014.11,67,82,88,12,14,8,27,26,25,10,9,9,9,9,11,-1,-1,-3,1020,1018,1016,1014,1012,1011,0,0,0
637,22,28,16,20,18,18,3,4,5,1017.14,1016.74,1014.88,68,67,82,9,12,14,29,27,26,11,10,9,9,9,9,-3,-1,-1,1020,1020,1018,1013,1014,1012,0,0,0
638,20,29,12,22,20,18,3,3,4,1016.22,1017.14,1016.74,45,68,67,9,9,12,28,29,27,16,11,10,5,9,9,-1,-3,-1,1019,1020,1020,1013,1013,1014,0,0,0
639,20,28,13,20,22,20,3,3,3,1015.6,1016.22,1017.14,59,45,68,9,9,9,29,28,29,12,16,11,8,5,9,-1,-1,-3,1019,1019,1020,1012,1013,1013,0,0,0
640,20,26,15,20,20,22,5,3,3,1013.25,1015.6,1016.22,55,59,45,11,9,9,28,29,28,13,12,16,9,8,5,1,-1,-1,1015,1019,1019,1010,1012,1013,0,0,0
641,18,25,11,20,20,20,2,5,3,1015.7,1013.25,1015.6,63,55,59,10,11,9,26,28,29,15,13,12,10,9,8,-3,1,-1,1018,1015,1019,1013,1010,1012,0,0,0
642,17,24,10,18,20,20,-1,2,5,1016.81,1015.7,1013.25,51,63,55,7,10,11,25,26,28,11,15,13,3,10,9,-8,-3,1,1020,1018,1015,1014,1013,1010,0,0,0
643,18,23,14,17,18,20,0,-1,2,1018.47,1016.81,1015.7,47,51,63,11,7,10,24,25,26,10,11,15,2,3,10,-3,-8,-3,1021,1020,1018,1016,1014,1013,0,0,0
644,18,25,11,18,17,18,-2,0,-1,1018.53,1018.47,1016.81,39,47,51,9,11,7,23,24,25,14,10,11,3,2,3,-7,-3,-8,1021,1021,1020,1016,1016,1014,0,0,0
645,18,25,10,18,18,17,-3,-2,0,1015.73,1018.53,1018.47,49,39,47,7,9,11,25,23,24,11,14,10,5,3,2,-10,-7,-3,1018,1021,1021,1012,1016,1016,0,0,0
646,18,26,10,18,18,18,-1,-3,-2,1014.17,1015.73,1018.53,44,49,39,10,7,9,25,25,23,10,11,14,3,5,3,-2,-10,-7,1017,1018,1021,1011,1012,1016,0,0,0
647,18,26,11,18,18,18,-1,-1,-3,1014.36,1014.17,1015.73,50,44,49,9,10,7,26,25,25,10,10,11,3,3,5,-7,-2,-10,1017,1017,1018,1010,1011,1012,0,0,0
648,19,23,15,18,18,18,1,-1,-1,1015.86,1014.36,1014.17,41,50,44,11,9,10,26,26,25,11,10,10,5,3,3,-2,-7,-2,1019,1017,1017,1013,1010,1011,0,0,0
649,18,25,12,19,18,18,5,1,-1,1014.7,1015.86,1014.36,55,41,50,18,11,9,23,26,26,15,11,10,8,5,3,2,-2,-7,1017,1019,1017,1012,1013,1010,0,0,0
650,19,25,13,18,19,18,7,5,1,1016.98,1014.7,1015.86,94,55,41,12,18,11,25,23,26,12,15,11,15,8,5,0,2,-2,1021,1017,1019,1014,1012,1013,0,0,0
651,18,24,11,19,18,19,8,7,5,1022.53,1016.98,1014.7,100,94,55,12,12,18,25,25,23,13,12,15,14,15,8,-1,0,2,1025,1021,1017,1020,1014,1012,0,0,0
652,18,26,11,18,19,18,3,8,7,1023.43,1022.53,1016.98,54,100,94,16,12,12,24,25,25,11,13,12,6,14,15,-4,-1,0,1026,1025,1021,1020,1020,1014,0,0,0
653,22,27,16,18,18,19,5,3,8,1021.68,1023.43,1022.53,67,54,100,16,16,12,26,24,25,11,11,13,8,6,14,4,-4,-1,1024,1026,1025,1018,1020,1020,0,0,0
654,22,29,16,22,18,18,6,5,3,1019.24,1021.68,1023.43,63,67,54,13,16,16,27,26,24,16,11,11,10,8,6,2,4,-4,1023,1024,1026,1015,1018,1020,0,0,0
655,21,29,13,22,22,18,5,6,5,1014.3,1019.24,1021.68,55,63,67,8,13,16,29,27,26,16,16,11,10,10,8,-1,2,4,1017,1023,1024,1010,1015,1018,0,0,0
656,22,29,14,21,22,22,4,5,6,1013,1014.3,1019.24,67,55,63,7,8,13,29,29,27,13,16,16,9,10,10,-3,-1,2,1015,1017,1023,1010,1010,1015,0,0,0
657,23,31,15,22,21,22,5,4,5,1014.55,1013,1014.3,55,67,55,11,7,8,29,29,29,14,13,16,8,9,10,2,-3,-1,1017,1015,1017,1012,1010,1010,0,0,0
658,24,33,15,23,22,21,4,5,4,1014.24,1014.55,1013,48,55,67,10,11,7,31,29,29,15,14,13,10,8,9,0,2,-3,1017,1017,1015,1011,1012,1010,0,0,0
659,25,33,17,24,23,22,7,4,5,1012.06,1014.24,1014.55,56,48,55,12,10,11,33,31,29,15,15,14,14,10,8,3,0,2,1015,1017,1017,1008,1011,1012,0,0,0
660,25,33,17,25,24,23,7,7,4,1010.97,1012.06,1014.24,52,56,48,9,12,10,33,33,31,17,15,15,12,14,10,3,3,0,1014,1015,1017,1007,1008,1011,0,0,0
661,26,33,18,25,25,24,6,7,7,1010.82,1010.97,1012.06,59,52,56,7,9,12,33,33,33,17,17,15,12,12,14,0,3,3,1013,1014,1015,1007,1007,1008,0,0,0
